,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
265,,yes,employee,manufacturing,5,negligence,"At 12:00 p.m. on April 19, 2017, an employee was assisting a coworker to troubleshoot a malfunction of an Amada CNC machine (model number: S-10, serial number: 131) that resulted in a coolant leak.  After the coworker removed two panels, normally affixed on the front and side of the machined, and determined that metal chips were blocking the coolant drainage, the employee approached the machine and began helping his coworker remove the metal chips. Much of the metal chips accumulated behind the guard of the machine. As the employee used a magnet and was pulling chips from the side panel access, the CNC turret indexed forward and struck his right hand, pinning it against the inside of the machine's frame.  His hand was caught in a sheer point, resulting in its degloving.  The incident investigation revealed that the machine was not locked out during the maintenance task and steps to protect against injury during the troubleshooting portion of the inspection were not implemented. "
266,,yes,employee,construction,5,misuse,"At 11:30 a.m. on April 19, 2017, an employee was using a drill press to drill holes in a copper tubing for the construction of commercial air conditioning evaporators and condensers.  During work, the employee's glove on his right hand was pulled into the drill. Her hand became pinned between the black outer housing at the bottom of the guard and the inner white insert on the aluminum housing. The employee's pinky and index fingers were amputated, as well as lacerations on her middle finger. "
267,,unknown,employee,construction,4,misuse,"At 10:00 a.m. on April 19, 2017, an employee was working from an elevated basket that was lifted by the tines of a forklift. As the employee was removing bolts to a door, the basket he was working from fell to the ground. The employee sustained a fractured wrist and multiple lacerations to the side of his body. "
268,,yes,employee,manufacturing,5,humanerror,"At 9:30 a.m. on April 19, 2017, an employee was working to unclog a tube of a roller machine. As the employee removed the machine's guard and placed his hand near the rollers of the machine, his fingers became entangled in the moving parts. The tip of one of his fingers was amputated. "
269,,yes,employee,construction,1,fall,"At 8:00 a.m. on April 19, 2017, an employee was working with two coworkers who were tearing off shingles from a two story residential home.  The employee lost his balance when tearing off the roof shingles and fell approximately 25 feet to the ground in an alleyway.  The employee suffered massive internal and head injuries and was killed. "
270,,yes,employee,manufacturing,4,misuse,"At 8:00 p.m. on April 19, 2017, an employee was sanitizing a portion pack line conveyor when one of his hands was pulled into the in-running nip point of the machine. He sustained multiple fractures to his hand. The incident investigation revealed that no lockout/tagout procedures were used prior to the cleaning process taking place. "
271,,yes,employee,manufacturing,5,humanerror,"At 7:00 a.m. on April 19, 2017, an employee was working to unjam a pallet that had become caught in an auto feed machine. As the employee entered the machine to pull the pallet out, one of his hands became caught in between the pallet and the frame of the machine. The employee crushes hand and is hospitalized. "
272,,yes,employee,manufacturing,5,misuse,"At 5:15 a.m. on April 19, 2017, an employee was working to free an extractor that was stuck in an injection mold. With the mold on a bench in the facility tool room, the employee used a hammer to strike the back of its return pins. As he struck the pin the mold began to move on the bench, at which point the employee placed his left hand on top of the mold to hold the mold in place. With a second strike at the pins with the hammer, the mold's extractor became free and released the extractor springs. The employee's left index finger was struck by the extractor and was amputated. "
273,,unknown,other,construction,5,incident,"At 3:30 p.m. on April 19, 2017, an employee was riding an All Terrain Vehicle (ATV) to an electrical pole to reinstate service for the irrigation center pivot.  The employee was killed when the ATV rolled over on top of them. "
274,,yes,employee,construction,5,misuse,"At 3:00 p.m. on April 19, 2017, an employee and a coworker were adding tire to the axle of a scrapped semi-trailer, which was part of the process for preparing a semi-trailer for transportation to a recycling facility.  While using a metal pry bar to leverage the tire into place, the employee inadvertently caused the semi- trailer and/or the jack to move. The trailer came down onto the top of the tire and  amputated his left pinky finger at its tip. "
275,,unknown,employee,agriculture,4,misuse,"At 3:00 p.m. on April 19, 2017, an employee was driving bulls in a pen when a bull turned and charged at him. The employee climbed the fence of the pen to escape the bull. However, he was knocked to the ground and sustained a broken pelvis, which he was hospitalized and received treatment. The incident investigation reported that the employee only had a flag, when he should have also had a hot shot in hand as well to tame the bull. "
276,,yes,employee,manufacturing,5,malfunction,"At 2:00 p.m. on April 19, 2017, an employee was disassembling an Omega model of a Leitner-Poma ski lift grip for a safety inspection. During disassembly, a malfunction occurred and stored potential energy was released that caused contact with the employee's pinky and index fingers on his right hand. Both fingers were amputated at the first knuckle. "
277,,unknown,other,construction,5,unknown,"On April 18, 2017, an employee was moving a tire on a pallet from the front of a pickup to the rear in order to make room for more tires in the front. The employee fell from the bed of the truck and struck his head on the ground, killing him. "
278,,yes,company,construction,5,istringstream,"On April 18, 2017, an employee was standing in front of the oil storage tanker.  The employee was struck by the oil storage tanker cover/lid when the tanker exploded and was killed. Two other employees were hospitalized for unspecified injuries. "
279,,unknown,employee,agriculture,3,jam,"At 12:00 p.m. on April 18, 2017, an employee was operating a Z Spray fertilizer spreader. The hopper jammed and the employee attempted to push damp fertilizer material into the motorized hopper through the lower assembly opening. The employee's glove was caught by the agitator pin in the lower assembly of the motorized hopper and entangled the employee's hand between the pin and the lower assembly housing. The employee sustained abrasions and superficial lacerations to the index and middle fingers which required stitches. "
280,,yes,company,manufacturing,2,negligence,"At 12:00 a.m. on April 18, 2017, an employee was watching the forklift driver load materials onto his pickup truck. The employee was in the loading area having materials loaded onto the back of a pickup truck with the forklift. The employee was standing to the left of the pickup truck. The forklift operator had just loaded the materials onto the truck bed and back away turning to the left, striking and pinning the employee against the truck. The employee was treated at the hospital for a crushed pelvis and fractured ribs. "
281,,unknown,employee,agriculture,3,misuse,"At 11:00 a.m. on April 18, 2017, four employees were on an Polaris Ranger (Utility Terrain Vehicle) traveling up a hill in a wooded area. The vehicle tipped backwards.  Employee #1 sustained a broken pelvis and Employee #2 sustained leg injuries. Employees #3 and #4 were treated for injuries but were not hospitalized. "
282,,unknown,employee,manufacturing,5,misuse,"At 11:30 p.m. on April 18, 2017, an employee was lifting the out-feed gate on a chop saw to remove a block of wood from under the stationary guard. As the employee leaned over the machine, lifted the out-feed gate, and placed his fingers inside the out-feed opening. He inadvertently activated the saw's foot pedal. The saw blade started up and amputated the employee's left index finger. The employee was hospitalized and received treatment for his injury. "
283,,yes,employee,construction,5,humanerror,"At 10:00 a.m. on April 18, 2017, an employee was moving the Grove RT 880E Crane towards a construction site and passed under several overhead power lines.   As the crane passed underneath the power lines, it came into contact with the third power line.  The employee stopped and jumped from the cab with the fire extinguisher because the tires were on fire.  The right front tire ruptured, causing the front outrigger pad to settle on the ground and energized the ground around it with 69K volts.  The employee moved around the tire to put out the fire and was electrocuted when he stood on the energized ground. "
284,,yes,company,manufacturing,5,amputation,"At 10:15 a.m. on April 18, 2017, an employee was on an elevated work platform with two coworkers.  The coworkers were discussing how to fill the product into a bag dumping station on a Formpak, Inc. machine so that excess powder did not come out of the exhaust fan. The employee placed a hand near the unguarded exhaust fan. The employee's left ring finger and pinky finger were amputated by the exhaust fan blades on the Formpak, Inc. machine. "
285,,yes,employee,construction,5,unknown,"At 10:30 a.m. on April 18, 2017, an employee was tightening up u-bolts on the top of a tanker truck.  The employee fell from the truck and was killed when his head struck the concrete floor, fracturing his skull. "
286,,unknown,employee,manufacturing,5,misuse,"At 10:30 a.m. on April 18, 2017, an employee was cutting wood using a trim track table saw machine.The employee was clearing a jam on the machine while the machine was on. The employee's fingers were cut and the right middle finger was partially amputated. "
287,,unknown,employee,agriculture,3,falls,"At 9:00 a.m. on April 18, 2017, an employee was unloading logs from a logging truck using the self-loading Knuckle boom. The employee fell from the boom operator's seat, approximately 11.5 feet to the ground and possibly hitting the logs. The employee was not wearing the seat belt. The employee sustained fractured ribs and a sore wrist. "
288,,yes,employee,construction,5,misuse,"At 7:00 a.m. on April 18, 2017, an employee was cutting a steel plate with an oxy-acetylene torch on top of a metal gang box. After trimming 1 inch off the 5 inch wide leg of the right side of the 5 by 10 angle iron, the employee put the torch down on the gang box and moved to the other side preparing to cut the left end of the angle iron. As the employee resumed cutting the left end of the angle iron, an explosion forced the lid of the gang box up which broke the employee's right arm. "
289,,yes,company,other,5,orte,"At 5:00 a.m. on April 18,2017, an employee was walking from the electric shop when he was struck and run over by a Dodge pick-up truck that a coworker was driving.  The employee was killed. "
290,,unknown,employee,manufacturing,5,unknown,"At 5:15 p.m. on April 18, 2017, an employee was working to unjam packaging film from a vertical fill of a packaging machine. As the employee reached over the machine's interlocked door and placed her left hand inside its cutting and seaming platens, the machine actuated. Her hand was crushed and fingers lacerated, which the employee was hospitalized and underwent surgery. "
291,,yes,employee,manufacturing,5,unknown,"At 4:00 a.m. on April 18, 2017, an employee was unloading frozen buns from a semi-trailer at a fast food restaurant site while a co-driver cleared the storage freezer and rotated stock to make room for the new delivery stock. The co-driver heard a noise and went to the side of the semi-trailer. The employee was found unresponsive and was transferred by medical helicopter to the nearest trauma center. The employee sustained injuries to the right front temple area of the head, the right eye, and the area around the ear. The injuries included bilateral front subdural, subarachnoid and intraparenchymal hemorrhaging and a right occipital fracture. "
292,,yes,company,other,1,unknown,"At 3:10 p.m. on April 18, 2017, an employee was walking across the yard after a safety meeting.  The employees right knee collapsed and the employee fell, striking his head into the pavement.  The employee suffered neck injuries and was hospitalized, where he passed away on April 21, 2017. "
293,,unknown,employee,manufacturing,3,misuse,"At 3:45 p.m. on April 18, 2017, an employee was shadowing an assistant furnace operator as part of his training to become a furnace attendant. The employee's training required that he lance the runner spout (how the steel is poured from the furnace) and watch the flow to ensure no slag is built up.  After 40,000 pounds of molten steel had been loaded into one ladle and was preparing to pour the rest of the molten steel into another ladle, an explosion occurred. The employee, who was standing approximately 30 feet away from the runner (spout) of the electric arc furnace and watching the flow rate, was overcome with hot dust. He sustained first degree burns to his face and neck, as well as lacerations to his head, which he was hospitalized and received treatment. "
294,,yes,other,construction,5,unknown,"At 3:15 a.m. on April 18, 2017, an employee was removing finished products from a metal wheel on a machine. The employee's glove was caught in an unguarded moving chain and sprocket, amputating his thumb. "
295,,yes,company,construction,1,equipmentmisu,"At 2:30 p.m. on April 18, 2017, an employee was working in an aerial lift basket.  The employee moved the basked toward the roof and was pinned between the roof and the control in the basket.  The employee was crushed and killed onsite. "
296,,yes,employee,manufacturing,5,misuse,"At 1:45 p.m. on April 18, 2017, an employee was operating a stand-up forklift. While operating the forklift, one of the steering wheels hit a hole, causing momentary loss of control. The employee grabbed the side of the forklift with a hand. The employee's hand was caught between a handrail and the forklift. The employee's fingertips of two of fingers were amputated. "
297,,unknown,employee,construction,3,fall,"At 11:30 a.m. on April 17, 2017, the superintendent of a new home construction site was inspecting a roof with the city building inspector. The superintendent was pulled off the roof while attempting to rescue the building inspector who lost balance when climbing a ladder. The superintendent sustained a head injury. "
298,,yes,employee,manufacturing,5,misuse,"At 11:45 a.m. on April 17, 2017, an employee was repairing pallets. After a pallet is repaired, it is placed on a conveyor belt/line. A pallet became stuck and the employee tried to un-jam the pallet without stopping or pulling the E-STOP for the conveyor belt/line. The employee's glove and finger became caught on a sprocket chain. The employee's middle left finger was amputated. The employee went to a clinic and then to a medical center. "
299,,yes,company,construction,5,unknown,"At 11:30 p.m. on April 17, 2017, an employee was cleaning a quill puller and the machine was not locked-out. The employee came into contact with the point of operation and sustained an amputation of the pinky finger. "
300,,yes,employee,manufacturing,5,misuse,"At 9:30 a.m. on April 17, 2017, an employee was attempting to roll a coil of aluminum. The aluminum coil, which weighed 500 pounds, fell onto the operator's work table and then onto the floor. The employee's three fingertips of the right hand were amputated. "
301,,unknown,employee,manufacturing,5,misuse,"At 9:15 a.m. on April 17, 2017, an employee of a bakery was removing filters above the deep fryer for cleaning. The long pole usually used to bring down the filters was not located or the employee did not know how to use the pole. The employee used a step stool to climb up and bring down the filters. The employee's supervisor was not on site when the employee was injured. The employee was standing on the counter when the employee's right foot slipped into the deep fryer which contained cooking oil of approximately 375 degrees. The employee fell backwards to the ground causing hot oil to contact other parts of the body. The employee sustained third degree burns to the right foot, left thigh, and right lower leg. Processes or procedures or training on how to change the filters did not appear to be in place. No covers for the deep fryers were present to cover the deep fryer when not in use and when changing the filters above the fryer. Typically the filters are changed after hours when the bakery is closed and the fryer is turned off and the oil is cool. "
302,,yes,employee,agriculture,5,misuse,"At 8:15 a.m. on April 17, 2017, an employee was mowing lawn with a push mower. The employee reached into the discharge chute of the lawn mower with his right hand to clean it. The employee's thumb, index finger, and middle finger of the right hand were amputated. "
303,,yes,employee,construction,5,ouble,"At 8:00 a.m. on April 17, 2017, an employee was trouble shooting a float on a vaporizer tank. The auto igniter activated which ignited propane vapor causing burns to the lower legs and torso of the employee. "
304,,yes,other,construction,5,unknown,"At 8:00 a.m. on April 17, 2017, an employee was forging a piece of material with a punch press machine. The employees left finger was pinched and severed by tongs resulting in the amputation of the left index finger. "
305,,yes,company,manufacturing,1,equipmentmalf,"At 7:00 a.m. on April 17, 2017, an employee had entered the tunnel kiln to fix the line switch. The employee became trapped in the tunnel kiln after completing the repairs and an automated process took control, closing the kiln door while the employee was still in the tunnel.  The employee was killed from extreme exposure to thermal energy within the kiln. "
306,,yes,employee,construction,5,yes,"At 7:45 a.m. on April 17, 2017, Employee #1 and Coworkers #1 and #2, employed by a plumbing and heating company, were leaving the construction site for a new hospital at the end of their shift.  Coworker #3, an excavator operator, was working outdoors.  Employee #1 and Coworkers #1 and #2 left the building and walked along an un-delineated dirt and gravel path toward an adjacent parking structure.  A Bobcat excavator, PT6E93, E45 *B2VY12385*, 10502602, operated by Coworker #3, was positioned next to the parking structure.  As Employee #1 and Coworkers #1 and #2 passed the excavator, Employee #1 tripped over some pebbles, fell forward, and struck his head on the bucket of the excavator.  His left eye made contact with the rock tooth (fork) mounted on the corner of the bucket.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a puncture wound that destroyed his left eye.  He subsequently was transferred to another hospital for advanced treatment, including a surgical procedure for placing a prosthetic eye in the eye socket.  During the subsequent investigation, it was determined that no barriers were in place to restrict access to the excavation area. "
307,,unknown,employee,manufacturing,3,entanglement,"At 4:15 p.m. on April 17, 2017, an employee was observing the movement of the gantry crane as he walked along the spillway while retracting an air hose on a reel.  The employee didn't notice a stationary ladder that was attached to the spillway wall and the employee's arm got caught between the ladder railing and a gearbox cover. The employee's forearm was cut. "
308,,yes,employee,agriculture,5,humanerror,"At 3:45 p.m. on April 17, 2017, an employee was trimming branches away from a 19,900 volt power line that was overhead.  The employee had made a snap cut in a tree branch when the wind caught the branch that caused it to swing into the power line. The employee was still holding the branch when the branch struck the power line and was electrocuted. "
309,,unknown,employee,manufacturing,2,misstep,"At 2:10 p.m. on April 17, 2017, an employee was measuring the length of a log as it travelled along the small bull chain log haul to determine if it needed to be cut before it was sent to the sawyer. The employee walked to the far end of the log and attached a tape measure and walked back. The employee returned, fell approximately 49 inches through an opening in the decking, and landed on a hydraulic cylinder which moves a metal push bar causing logs to move to the deck conveyors from the small bull chain. The employee sustained four fractured ribs and a fractured sternum. The conveyor was equipped with angled deck conveyors on both sides which were loaded with logs to feed the left and right Head Rigs. Wood boards approximately 2 inches by 6 inches were installed between the chains of the deck conveyors for employees to walk on. The platforms were not fully decked, leaving three floor openings on either side of the small bull chain conveyor. The openings between the chains that were not decked were approximately 40 inches by 50 inches. The employee fell because either a board gave out or the employee was standing on the chain of the deck conveyor when it was activated by the Head Sawyer. A board was noted as being down by the injured employee at the time of the fall. The injured employee was able to pull himself out of the opening. There were no witnesses to the accident. "
310,,yes,employee,construction,5,unknown,"At 2:30 p.m. on April 17, 2017, an employee was sweeping a floor. The employee backed off the open side of a receiving dock to a lower level concrete floor and sustained a concussion and bleeding on the brain. "
311,,unknown,other,construction,5,oubly,"At 1:00 p.m. on April 17, 2017, an employee knelt down to pick up a glove that was dropped.  The employee was struck by a 2015 GMC Sierra 2500 pickup truck when a coworker backed up and was killed. "
312,,yes,employee,manufacturing,5,misuse,"At 1:45 p.m. on April 17, 2017, an employee was laying sticks on courses of lumber. The employee's finger was pinched between the forks of the stacker on the Green Line and the stick guide rail resulting in the partial amputation of a finger. "
313,,yes,employee,construction,5,misuse,"At 1:00 a.m. on April 17, 2017, Employee #1, employed by an electrical services company, was working from a JLG scissor lift at a multi-employer construction job site.  He was replacing a 1,900 square box with a 4-11/16 square box.  Employee #1 fell from the lift, a fall height of approximately 12 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple fractures to his vertebrae, foot, hip, and wrist. "
314,,yes,employee,construction,4,humanerror,"At 5:30 p.m. on April 16, 2017, Employee #1 and Coworker #1, employed by a drilling company, were engaged in horizontal drilling into a remote hillside near a highway.  Employee #1 was assisting Coworker #1, the drilling rig operator. The drilling was part of a project to install drain pipes into the hillside to help prevent flooding and landslides.  Each time they completed a drill hole, Coworker #1 and Employee #1 removed the drilling rod.  While removing a drilling rod, Employee #1 placed his right hand between a derrick and a well head on the drilling machine.  His hand became caught and crushed. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a crushed middle finger and an amputated ring finger. "
315,,yes,company,manufacturing,5,misuse,"At 12:00 p.m. on April 15, 2017, an employee was clearing an assembly line of buckets. While clearing the machine, a bucket that was covering the activation eye was removed, and the machine restarted. The employee's upper right arm and shoulder were crushed by the extrusion machine. "
316,,yes,company,manufacturing,1,negligence,"At approximately 9:30 a.m. on April 15, 2017, an employee walked down a marked pedestrian foot path before entering the Tyson Foods lot.  The employee entered through the gate, turned, and was struck by a semi-truck fender.  The employee was pronounced dead upon arrival at the hospital. "
317,,unknown,employee,manufacturing,3,misuse,"At 9:40 a.m. on April 15, 2017, an employee was troubleshooting and performing light maintenance on a bot charging station on level 4 of the structure. The employee was exiting the space when his hand was caught between the structure and the multilevel vehicle conveyor (MVC) which was in operation. The employee sustained fractured fingers on his right hand and a laceration on his right arm. "
318,,yes,company,construction,1,collapse,"At 8:38 a.m. on April 15, 2017, an employee was shoveling dirt into a pile at the bottom of a trench.  The employee was pushed into a concrete retaining wall when an earthen wall burst.  The employee was killed from head trauma. "
319,,yes,employee,agriculture,5,unknown,"At 8:15 a.m. on April 15, 2017, an employee was performing their janitorial duties at client's location.  The employee was found sitting in the lobby with his cell phone next to his side. The employee had prior heart surgery and was under the care of a cardiologist.  The employee suffered a heart attack and died. "
320,,unknown,employee,construction,2,fall,"At 7:15 a.m. on April 15, 2017, Employee #1, employed by a lumber company, was working at a residential construction site.  He fell through a hole in the stairs, falling from the first floor to the basement.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for injuries to his head, ribs, and hip. "
321,,yes,other,construction,5,unknown,"At 5:13 p.m. on April 15, 2017, an employee was trimming a ponderosa pine tree when the tree broke and fell.  The employee fell to the ground as well and suffered blunt trauma to their skull, killing the employee. "
322,,yes,employee,manufacturing,5,humanerror,"At 5:15 a.m. on April 15, 2017, an employee was purging the sanitizer liquids through the filler heads. The employee attempted to retrieve a piece of a latex glove that was hanging in the filler port. The employee misjudged and the left hand middle finger was amputated. "
323,,no,company,manufacturing,3,equipmentmisu,"At 2:30 a.m. on April 15, 2017, an employee was removing paint from the inside of the day tank in line # 3 using a water hose. The water hose was pulled into the tank by the agitator and injured the employees right hand and right arm. The agitator was not locked out. The employee sustained cuts and fractures to right arm and little finger. "
324,,yes,employee,construction,5,unknown,"At 12:45 p.m. on April 14, 2017, an employee was pulling empty jammed food wrappers from a machine. The employee's hand was caught in the machine. The employee sustained a broken and lacerated finger and hand. "
325,,unknown,employee,construction,5,unknown,"At 12:15 p.m. on April 14, 2017, an employee was operating a standup vehicle. The employee's leg was caught between the vehicle and a dolly and the employee sustained a laceration to the leg. "
326,,yes,employee,manufacturing,5,misuse,"At 11:00 a.m. on April 14, 2017, an employee was holding an air nozzle with his right hand and blowing out the bits of particles in a machine. The employee opened the machine while it was in operation.The employee's thumb was caught between the die and the ram. The employee sustained a crushing injury to thumb which resulted in amputation of his thumb. "
327,,unknown,employee,manufacturing,3,slip,"At 11:15 a.m. on April 14, 2017, an employee was working on his knees abrasive blasting the port side top deck of a newly constructed tugboat. As the employee was getting up to change position, the employee slipped on abrasive blasting material, lost balance and accidentally blasted the left forearm. The employee sustained a laceration and abrasive blasting grit was embedded under the skin. "
328,,yes,employee,manufacturing,3,cut,"At 10:15 a.m. on April 14, 2017, an employee was cut by a chain saw and sustains bone loss. "
329,,unknown,employee,manufacturing,5,misuse,"At 10:00 p.m. on April 14, 2017, an employee was setting up tools to take an electrical reading. The employee was pulling fluke out of a case. A pair of channel locks were caught in the wire leads and flew into the electrical panel. The employee attempted unsuccessfully to grab the channel locks before they contacted the panel.  The employee sustained second and third degree burns to hands and a mild burn to the face from an arc flash. "
330,,unknown,employee,retail,3,unknown,"At 10:09 a.m. on April 14, 2017, an employee was walking to her car while on a work break. As she crossed the facilities parking lot, she was struck by a car. She sustained contusions and bruises to her torso and back, which she was hospitalized and received treatment. "
331,,yes,employee,construction,5,misuse,"At 8:35 a.m. on April 14, 2017, an employee was working from a six foot A-frame ladder using a chainsaw on a new residential home. The employee was using the chainsaw over his head to cut a hole on the top of the ceiling on the first floor to install a return from the basement to the second floor for heat and air conditioning.   The employee called out to coworkers for assistance and, when found, his coworkers attempted to provide first aid for a cut that sliced through his jugular vein on the left side of his neck. Emergency Services was contacted and transported the employee to the hospital where the employee was pronounced dead. "
332,,yes,employee,construction,2,humanerror,"At 8:15 a.m. on April 14, 2017, an employee was assisting in the disassembly of a crane. The employee was standing on top of the lattice boom of a Manitowoc crane (model number: 14000) to connect endless loop slings to a four-way chain sling, while two coworkers connected slings to boom from ground level. During connection of the slings, the crane operator began to lower the boom to disengage the lower boom pins. This occurred while the employee still standing on top of the boom. The pins disengaged and the boom fell suddenly, causing the employee to fall approximately 9.5 feet to the ground. He sustained a fractured cervical spine, which he was hospitalized and received treatment. "
333,,unknown,employee,construction,4,humanerror,"At 7:35 a.m. on April 14, 2017, an employee was tightening straps on drill rods located on the side of a drill rig. The operator if the drill was unaware that the employee was working on the drill rods, and moved the drill, resulting in the one of the employee's hands becoming caught in between the drill rods and the drill rig. The employee sustained a dislocated wrist, which he was hospitalized and underwent surgery to repair damaged ligaments in his wrist. "
334,,unknown,employee,manufacturing,4,misuse,"At 7:00 a.m. on April 14, 2017, an employee was assisting a coworker to open a wood crate. As the employee held the crate, the coworker used a pry bar to open its lid. The crate was resting on a sloped surface and contained a stack of 14 panes of glass. During opening, the crate tipped over and spilled its contents, which contacted the employee's arms and legs. The employee sustained a fractured leg and multiple cuts and bruises on his arms. "
335,,unknown,employee,construction,3,misuse,"At 7:30 a.m. on April 14, 2017, Employee #1, employed by an architectural glass company, was engaged in window installation at a building site.  He was working from a scaffold platform when he fell, striking a cross brace and then the ground, a fall height of 5 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for lacerations and contusions. "
336,,yes,employee,other,5,umped,"At 6:00 a.m. on April 14, 2017, an employee was riding on the back of a garbage truck.  The employee jumped off the truck, slipped, and was run over by the garbage truck's tires. "
337,,unknown,employee,other,3,fall,"At 6:45 p.m. on April 14, 2017, an employee was climbing a fence and fell onto the pavement. The employee sustained head and back injuries. "
338,,unknown,employee,other,unknown,istringstream,"At 4:15 p.m. on April 14, 2017, an employee was sitting on the back of a gator vehicle. The vehicle moved and the employee fell onto the floor and sustained a concussion. "
339,,yes,company,manufacturing,5,mechanical,"At 4:55 a.m. on April 14, 2017, An employee was removing a piece of conduit from a machine, when the closing mechanism of the machine was triggered. It's jaws of the machine clamped down on the employee's right middle finger, resulting in its amputation. The employee was hospitalized and received treatment for his injury. injury."
340,,unknown,employee,manufacturing,3,misuse,"At 2:00 p.m. on April 14, 2017, an employee was repairing a garbage tote. The employee's hand slipped while cutting with a 7-inch circular saw. The blade ran across the back of his right hand causing a laceration through to the palm. "
341,,yes,employee,construction,2,negligence,"At 12:45 p.m. on April 13, 2017, Employee #1, employed by a roofing company, was engaged in roofing work at a job site.  He was on the building's roof and installing waterproofing underlayment materials.  Employee #1 fell from the roof, a fall height of 8 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for four fractured ribs and a collapsed lung.  The subsequent investigation determined that Employee #1 had not been protected by any means of fall protection. "
342,,no,employee,agriculture,3,slip,"At 12:00 p.m. on April 13, 2017, an employee was cleaning out a silo. As the employee pushed the sweep auger with his knees, he slipped and fell onto the sweep auger. He sustained broken ribs, which he was hospitalized and received treatment. "
343,,unknown,employee,manufacturing,4,misuse,"On April 13, 2017, an employee was stocking materials on shelving in a warehouse. A powered industrial truck was being operated by a coworker near the same shelving unit, placing pallets of material above the employee. As the powered industrial truck mast was raised to place a load on the shelving unit, it struck an overhead shelf. The shelf fell and struck the employee's neck. The employee was hospitalized and treated for his injuries that included lacerations to his neck. "
344,,unknown,employee,manufacturing,4,chemicalsplsh,"At 12:15 p.m. on April 13, 2017, an employee was assigned to assess flow issues of a high pH boiler water additive system. While he was inspecting the system, the caustic additive drained from a disconnected 0.25 inch tube and came into contact with the employees upper legs and abdomen.  The onsite medical staff transported the employee to a nearby medical facility, where he was taken then transferred to another hospital and received treatment. "
345,,yes,company,manufacturing,1,equipmentmalf,"On Thursday, April 13, 2017, at approximately 5:00 PM, an employee was conducting a maintenance job to replace an actuating hydraulic cylinder for an electrode arm on the EMC International Inc. Ladle Metallurgy System (LMS) at a host employer's steel mill facility. The hydraulic cylinder controlled the rise and fall of a steel LMS electrode arm that measured approximately 16 feet in length and weighing an undetermined amount. The cylinder weighed approximately 400 pounds when there was no hydraulic fluid present inside of the cylinder and approximately 800 pounds when filled with hydraulic fluid. The employee had started to cut a welded metal piece from the rear of the electrode arm to return the LMS to service. The metal piece detached from the arm and gravity brought the arm to its resting position approximately 4-8 feet below. The arm came down and struck the employee on the head. According to the Coroner's report, the employee was killed with a lacerated brain injury and suffered a fractured skull. "
346,,yes,employee,construction,4,employeeerror,"At about 10:50 a.m. on April 13, 2017, Employee #1's head struck against an overpass while standing on top of pallets filled with 50 pound bags of thermoplastic pavement marking material measuring approximately 42 feet long by 36 feet wide by 59 feet high. The pallets were located in the Bagging Area of the Peterbilt Road Striping Truck, Vehicle Identification Number (VIN): 3BPZXJEX8EF241456; Thermoplastic Striping Pump:  Model Number:  4 - 16000 - AD -G; Serial Number:  13417.  This area was located between the truck cab and the kettles (melter tanks) feet and used to store extra bags of thermoplastic. The dimension of this area was approximately 65 feet long by 96 feet wide and 55.5 feet from ground.  The accident occurred in a traffic circle leading under an overpass.  Employee #1 was tasked to feed bags of thermoplastic powder into the melter. The melter was a tank that heated the thermoplastic material into a liquid. The employer was contracted to repaint traffic lines onto the roadway in a county.  The team members prepared their equipment at a nearby convenience store which was approximately 1/2 mile away from their work zone.  The crew leader instructed the members to load up and head out.  The team included a four vehicle convoy.  The crew leader drove the road striping truck with an operator sitting in the operator's seat located at the rear of the truck.  Employee #1 was located in the Bagging Area. When the convoy departed the convenience store parking lot, the road striping truck lead the convoy with Employee #1 standing on top of the pallets and placing him approximately 114.5 feet above the ground.  The road striping truck entered the circle and headed towards the overpass which was approximately 192 feet above the ground.  As the road striping truck approached the overpass, Employee #1 was facing the rear of the vehicle.  When the road striping truck drove under the overpass, the back of Employee #1's head struck against the side of the overpass.  At this moment, the remaining vehicles in the convoy never entered the traffic circle due to the high volume of traffic.  Employee #1 sustained head trauma and second degree burns to both hands and was hospitalized.  On April 24, 2017 at about 4:30p.m. Employee #1 passed away. Employee #1 did not use the passenger seat in the cab or the operator's seat located at the rear of the truck.  Employees overfilled the bagging area with six pallets of thermoplastic bags.  This condition did not allow Employee #1 use of one of the two fold down platforms measuring approximately 38.5 feet long by 18.5 feet wide. "
347,,yes,employee,manufacturing,5,humanerror,"At 12:00 p.m. on April 13, 2017, an employee was replacing the stripping pin of a pin cylinder. After stopping the machine by its controls and removing the machine guard, the employee placed his left hand on the frame of the machine, near the anvil chuck, and used his right hand to operate the handle that controlled the amount of air on the anvil chuck. During the maintenance, the anvil chuck came into contact with the employee's third and fourth fingers on his left hand. The tips of those fingers were amputated as a result. "
